,AKT,AP1,ERK,Ecadherin,EpCAM,Fvalue,GLI,GRB2SOS,GSK3b,IKK,MDM2,MEK,MYC,NFKB,NOTCH,PI3K,RAF,RAS,SMAD23,SMAD4,Snail,TAK1,TGFBR,TGFb,THY1,Twist1,ZEB1,bcatenin,miR200,miR34,p38,p53
"[('miR34', 1), ('p53', 1)]",0.0,0.0,-0.045454545454545456,,0.0,0.010526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.05555555555555555,0.0,,0.0,0.125,0.0,0.0,0.16666666666666666,0.0,-0.05
"[('SMAD23', 0), ('TGFBR', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GLI', 1), ('RAS', 0)]",0.08333333333333333,-0.125,-0.045454545454545456,,0.5,0.05789473684210526,0.125,1.0,0.25,0.0,-1.0,0.0,,0.0,0.0,1.0,0.5,0.0625,0.0,0.25,-0.25,0.5,0.1111111111111111,-0.125,,0.25,-0.1875,0.3055555555555556,0.0,-0.4166666666666667,0.5,-0.15
"[('GLI', 1), ('TGFBR', 0)]",0.5833333333333334,-0.125,-0.04261363636363636,,0.46875,0.15460526315789475,0.40625,0.75,0.0,0.5,-1.0,0.1875,,0.4375,0.10416666666666667,0.3125,0.25,0.625,0.25,0.359375,0.052083333333333336,0.0,0.3680555555555556,0.28125,,0.3125,0.09375,0.125,0.0625,-0.2916666666666667,0.25,-0.20625
"[('Snail', 0), ('miR34', 0)]",0.0,0.5,-0.09090909090909091,,1.0,0.05789473684210526,0.5,0.0,0.0,0.0,-1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5833333333333334,0.0,0.05555555555555555,-0.125,,0.5,0.0,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.2
"[('TGFBR', 0), ('p53', 1)]",0.4583333333333333,-0.234375,-0.03409090909090909,,0.4375,0.15888157894736843,0.484375,0.5,0.0,0.5,0.0,0.125,,0.46875,0.0,0.5,0.25,0.75,0.25,0.42578125,-0.03125,0.0,0.2465277777777778,0.375,,0.3125,0.09375,0.1284722222222222,0.0625,-0.3020833333333333,0.25,-0.14375
"[('AKT', 0), ('MEK', 0)]",0.5,-0.5,0.22727272727272727,,0.5,0.08421052631578947,0.25,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,1.0,0.125,0.0,0.4375,-0.25,0.5,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.25
"[('GRB2SOS', 0), ('bcatenin', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('NFKB', 0), ('RAS', 0)]",0.08333333333333333,-0.125,-0.045454545454545456,,0.5,0.08947368421052632,0.125,1.0,0.25,1.0,-1.0,0.0,,1.0,0.3333333333333333,1.0,0.5,0.0625,0.0,0.25,-0.25,0.5,0.1111111111111111,-0.125,,0.25,-0.1875,0.3055555555555556,0.0,-0.4166666666666667,0.5,-0.15
"[('AP1', 1), ('THY1', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,-0.1
"[('SMAD4', 0), ('TAK1', 1)]",0.08333333333333333,-0.25,0.10227272727272728,,0.25,0.07631578947368421,0.25,0.0,0.0,0.0,-1.0,0.0,,0.5,0.0,0.0,0.0,0.0,1.0,0.65625,0.041666666666666664,0.0,0.18055555555555555,-0.03125,,0.25,0.1875,-0.1111111111111111,0.0,-0.20833333333333334,0.0,-0.15
"[('AKT', 1), ('p38', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('MYC', 0), ('miR200', 1)]",0.0,-0.5,0.18181818181818182,,1.0,0.015789473684210527,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.08333333333333333,0.0,-0.05555555555555555,0.125,,0.0,0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.1
"[('GRB2SOS', 0), ('p38', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.02631578947368421,0.0,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.5,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('SMAD4', 0), ('miR200', 0)]",0.08333333333333333,-0.25,0.06818181818181818,,0.25,0.06842105263157895,0.25,0.0,0.0,0.0,-1.0,0.0,,0.5,0.0,0.0,0.0,0.0,1.0,0.65625,0.041666666666666664,0.0,0.16666666666666666,-0.125,,0.25,0.25,-0.16666666666666666,0.0,-0.25,0.0,-0.1
"[('MEK', 1), ('RAF', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('SMAD23', 1), ('bcatenin', 0)]",0.0,0.0,0.0,,1.0,0.015789473684210527,0.0,0.0,1.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.6111111111111112,0.0,-0.5,0.0,-0.2
"[('PI3K', 0), ('TGFBR', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.5,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('GLI', 1), ('NOTCH', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.2
"[('AKT', 0), ('AP1', 0)]",0.6666666666666666,0.0,0.0,,1.0,0.03684210526315789,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.375,-0.25,0.5,-0.05555555555555555,-0.125,,0.5,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.1
"[('GSK3b', 0), ('TGFb', 0)]",0.5,-0.171875,-0.005681818181818182,,0.46875,0.1375,0.6875,0.75,0.0,0.0,-1.0,0.125,,0.375,0.20833333333333334,0.125,0.25,0.5,0.5,0.390625,0.09375,0.0,0.1736111111111111,0.0,,0.3125,0.1171875,0.25,0.0,-0.23958333333333334,0.25,-0.25
"[('MYC', 0), ('miR34', 0)]",0.0,0.0,0.0,,0.0,-0.06842105263157895,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.1
"[('NFKB', 0), ('TGFb', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AP1', 1), ('ZEB1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MEK', 1), ('RAS', 0)]",0.0,0.0,-0.18181818181818182,,1.0,-0.005263157894736842,0.0,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,1.0,0.25,0.0,0.125,-0.25,0.5,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.1
"[('IKK', 1), ('Snail', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GSK3b', 1), ('Twist1', 0)]",0.3333333333333333,0.0,0.18181818181818182,,1.0,0.07894736842105263,0.5,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,1.0,-0.25,0.5,0.0,-0.5,0.0,-0.1
"[('GLI', 1), ('TGFb', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AP1', 1), ('miR200', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('TGFBR', 1), ('THY1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('NFKB', 1), ('Snail', 0)]",0.0,0.5,-0.18181818181818182,,1.0,0.07894736842105263,0.5,0.0,0.0,0.0,-1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4166666666666667,0.0,0.16666666666666666,-0.125,,0.5,0.25,-0.05555555555555555,0.0,0.16666666666666666,0.0,-0.1
"[('AKT', 0), ('EpCAM', 1)]",0.6666666666666666,-0.5,0.0,,0.0,-0.015789473684210527,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.375,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,0.0,-0.2777777777777778,0.0,-0.5,0.0,-0.2
"[('AP1', 0), ('TAK1', 0)]",0.3333333333333333,0.0,0.0,,1.0,-0.015789473684210527,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.25,-0.25,0.0,0.05555555555555555,-0.125,,0.5,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AKT', 1), ('NFKB', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GSK3b', 0), ('MEK', 0)]",0.0,-0.5,0.36363636363636365,,0.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.375,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,-0.16666666666666666,0.0,-0.5,0.0,-0.4
"[('AP1', 1), ('ERK', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('Ecadherin', 1), ('RAF', 0)]",0.08333333333333333,-0.25,0.0,,0.5,0.02368421052631579,0.125,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.5,0.375,0.0,0.21875,-0.08333333333333333,0.0,0.1111111111111111,-0.125,,0.5,0.125,0.16666666666666666,0.0,-0.4166666666666667,0.0,-0.275
"[('TAK1', 0), ('TGFBR', 0)]",0.5416666666666666,-0.171875,-0.03125,,0.46875,0.14835526315789474,0.484375,0.75,0.0,0.5,-1.0,0.1875,,0.46875,0.10416666666666667,0.3125,0.25,0.625,0.25,0.41015625,0.052083333333333336,0.0,0.2465277777777778,0.28125,,0.3125,0.09375,0.11458333333333333,0.0625,-0.2604166666666667,0.25,-0.20625
"[('MYC', 1), ('PI3K', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GLI', 0), ('p53', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.03684210526315789,1.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.05555555555555555,0.0,-0.5,0.0,-0.2
"[('TGFBR', 1), ('p38', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('GSK3b', 1), ('Snail', 1)]",0.3333333333333333,0.0,0.09090909090909091,,1.0,0.02631578947368421,0.5,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.5,0.0,-0.5,0.0,-0.2
"[('NOTCH', 1), ('p53', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MDM2', 1), ('NFKB', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AP1', 0), ('IKK', 0)]",0.3333333333333333,0.0,0.0,,1.0,-0.015789473684210527,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.5,-0.05555555555555555,-0.125,,0.5,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('NOTCH', 1), ('SMAD23', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('SMAD23', 1), ('TGFBR', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AKT', 1), ('IKK', 0)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('ERK', 0), ('EpCAM', 0)]",0.16666666666666666,0.0,0.22727272727272727,,0.5,0.010526315789473684,0.25,0.0,0.0,0.0,-1.0,1.0,,0.0,0.0,0.0,0.0,0.125,0.0,0.1875,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.25
"[('GSK3b', 1), ('RAS', 1)]",0.3333333333333333,0.0,0.09090909090909091,,1.0,0.02631578947368421,0.5,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.5,0.0,-0.5,0.0,-0.2
"[('Ecadherin', 0), ('Snail', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GRB2SOS', 0), ('RAS', 0)]",0.08333333333333333,-0.125,-0.045454545454545456,,0.5,0.04736842105263158,0.125,0.0,0.25,0.0,-1.0,0.0,,0.0,0.0,1.0,0.5,0.0625,0.0,0.25,-0.25,0.5,0.2222222222222222,-0.125,,0.25,-0.1875,0.3055555555555556,0.0,-0.4166666666666667,0.5,-0.15
"[('AKT', 1), ('miR34', 1)]",0.0,0.0,-0.18181818181818182,,1.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.08333333333333333,0.0,0.05555555555555555,-0.125,,0.0,0.0,-0.16666666666666666,0.0,0.5,0.0,-0.1
"[('GRB2SOS', 0), ('miR200', 1)]",0.0,-0.5,0.09090909090909091,,0.0,0.005263157894736842,0.0,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,0.05555555555555555,0.125,,0.0,0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('NFKB', 0), ('NOTCH', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('EpCAM', 0), ('p53', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('TGFBR', 1), ('p38', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('Ecadherin', 0), ('SMAD4', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('AP1', 0), ('TGFb', 1)]",0.0,0.0,0.0,,1.0,-0.04736842105263158,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,-0.05555555555555555,-0.125,,0.5,-0.25,-0.16666666666666666,0.0,-0.5,1.0,-0.2
"[('EpCAM', 1), ('NFKB', 0)]",0.0,-0.5,0.0,,0.0,-0.06842105263157895,0.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.25,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,0.0,-0.2777777777777778,0.0,-0.5,0.0,-0.3
"[('Snail', 1), ('TGFb', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GLI', 1), ('MYC', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GSK3b', 1), ('miR200', 0)]",0.3333333333333333,0.0,0.09090909090909091,,1.0,0.02631578947368421,0.5,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.5,0.0,-0.5,0.0,-0.2
"[('MDM2', 1), ('MEK', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GSK3b', 1), ('THY1', 0)]",0.6666666666666666,0.0,0.09090909090909091,,1.0,0.04736842105263158,0.5,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.125,-0.08333333333333333,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,0.3888888888888889,0.0,-0.5,0.0,-0.1
"[('ERK', 0), ('EpCAM', 1)]",0.16666666666666666,-0.5,0.13636363636363635,,0.5,0.0,0.25,0.0,0.0,0.0,-1.0,1.0,,0.0,0.0,0.0,0.0,0.125,0.0,0.3125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,0.1111111111111111,0.0,-0.3333333333333333,0.0,-0.35
"[('IKK', 0), ('TGFBR', 1)]",0.3333333333333333,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.5,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('NFKB', 1), ('TGFb', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('Twist1', 0), ('p38', 0)]",0.0,0.0,0.09090909090909091,,1.0,-0.005263157894736842,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.25,0.0,0.25,-0.08333333333333333,0.5,-0.05555555555555555,-0.125,,0.5,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('GLI', 1), ('PI3K', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.04736842105263158,0.0,0.5,0.0,0.0,-1.0,0.0,,0.0,0.0,1.0,0.0,0.25,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.1
"[('MYC', 1), ('RAS', 0)]",0.08333333333333333,-0.125,-0.022727272727272728,,0.75,0.06578947368421052,0.125,1.0,0.25,0.0,-1.0,0.0,,0.0,0.0,1.0,0.5,0.0625,0.0,0.28125,-0.25,0.5,0.1111111111111111,-0.125,,0.25,-0.1875,0.3611111111111111,0.0,-0.5,0.5,-0.175
"[('MEK', 0), ('bcatenin', 1)]",0.0,-0.5,0.36363636363636365,,0.0,-0.02631578947368421,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.375,-0.25,0.0,0.05555555555555555,-0.125,,0.0,0.0,-0.16666666666666666,0.0,-0.5,0.0,-0.4
"[('MYC', 1), ('RAF', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('EpCAM', 1), ('Snail', 0)]",0.0,0.0,-0.09090909090909091,,0.0,0.06842105263157895,0.5,0.0,0.0,0.0,-1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.375,0.4166666666666667,0.0,0.16666666666666666,-0.125,,0.5,0.5,-0.16666666666666666,0.0,0.16666666666666666,0.0,-0.2
"[('MYC', 1), ('bcatenin', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('MEK', 1), ('NFKB', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,0.0,0.0,1.0,-1.0,0.0,,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('SMAD4', 1), ('miR34', 0)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GRB2SOS', 0), ('Snail', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.05789473684210526,0.0,1.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
"[('GRB2SOS', 1), ('THY1', 1)]",0.0,0.0,-0.09090909090909091,,1.0,-0.08947368421052632,0.0,0.0,0.0,0.0,-1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.125,-0.25,0.0,-0.05555555555555555,-0.125,,0.0,-0.25,-0.16666666666666666,0.0,-0.5,0.0,-0.2
