,Ecadherin,miR200,miR34,Snail,Twist1,ZEB1,EpCAM,THY1,MYC,cosineSim1,cosineSim2,Diff,Diff_pheno,weight,rEMTscore,chemo_rEMTscore,att_stability,F_major_att,major_att_size
"[('MDM2', 0), ('RAF', 1), ('TAK1', 0)]",0.0,0.5682452941244359,0.5682452941244359,1.0,1.0,0.4317547058755641,0.0,1.0,0.0,0.2902757593674857,0.3351815756200818,-0.4317547058755641,0.0,0.2841226470622179,0.0824739171294854,0.0952326765116626,1.0433217661565837,-40.0,0.4660230590787909
"[('RAF', 1), ('SMAD23', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('AP1', 0), ('RAF', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('IKK', 0), ('RAF', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('ERK', 0), ('RAF', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5386292911224915,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.036664170880941,-40.0,0.4957854500012251
"[('MEK', 0), ('RAF', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6416524778205932,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0113167301806776,-47.0,0.4328942258864295
"[('GRB2SOS', 0), ('NFKB', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('NFKB', 1), ('TAK1', 0), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('GSK3b', 0), ('NFKB', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('NFKB', 1), ('TAK1', 0), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-45.0,1.0
"[('MDM2', 0), ('NFKB', 1), ('TAK1', 0)]",0.0,0.5683212325977045,0.5683212325977045,1.0,1.0,0.4316787674022955,0.0,1.0,0.0,0.290310496099818,0.3352216861436075,-0.4316787674022955,0.0,0.2841606162988522,0.0824948094897498,0.0952568009313079,1.041313258556844,-40.0,0.4693168475786547
"[('NFKB', 1), ('SMAD23', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('AP1', 0), ('NFKB', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('IKK', 0), ('NFKB', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('ERK', 0), ('NFKB', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5385647816750179,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0367305778892495,-40.0,0.495717864812353
"[('MEK', 0), ('NFKB', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6421893904431667,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0111399295374126,-47.0,0.4338305913462138
"[('GRB2SOS', 1), ('TAK1', 0), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('GRB2SOS', 1), ('GSK3b', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('GRB2SOS', 1), ('TAK1', 0), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-45.0,1.0
"[('GRB2SOS', 1), ('MDM2', 0), ('TAK1', 0)]",0.0,0.5683163315097275,0.5683163315097275,1.0,1.0,0.4316836684902725,0.0,1.0,0.0,0.2903082542496054,0.33521909747796,-0.4316836684902725,0.0,0.2841581657548637,0.0824934610310644,0.095255243865338,1.0427736403836354,-40.0,0.4668851932008014
"[('GRB2SOS', 1), ('SMAD23', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('AP1', 0), ('GRB2SOS', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('GRB2SOS', 1), ('IKK', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('ERK', 0), ('GRB2SOS', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5384643601704501,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0364966403619378,-40.0,0.4961025145658965
"[('GRB2SOS', 1), ('MEK', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6424904371828506,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0107535536345806,-47.0,0.4340656398907786
"[('GSK3b', 0), ('TAK1', 0), ('p53', 1)]",0.0,0.7316275258380287,0.7316275258380287,1.0,1.0,0.2683724741619712,0.0,1.0,0.0,0.359463259453752,0.4150724192188081,-0.2683724741619712,0.0,0.3658137629190143,0.1314966075719109,0.1518392035583308,0.9132092429949265,-41.0,0.5546584679494102
"[('TAK1', 0), ('bcatenin', 0), ('p53', 1)]",0.0,0.7701523614370229,0.7701523614370229,1.0,1.0,0.2298476385629771,0.0,1.0,0.0,0.3740587847995973,0.4319258801935837,-0.2298476385629771,0.0,0.3850761807185114,0.1440411282148365,0.1663243682984265,0.8640610879633659,-27.0,0.6305582179330403
"[('MDM2', 0), ('TAK1', 0), ('p53', 1)]",0.0,0.7361291154949653,0.7361291154949653,1.0,1.0,0.2638708845050347,0.0,1.0,0.0,0.361203638507064,0.4170820358486514,-0.2638708845050347,0.0,0.3680645577474826,0.1329462574638841,0.1535131150690535,0.9075674187999898,-39.0,0.5620173374536921
"[('SMAD23', 0), ('TAK1', 0), ('p53', 1)]",0.0,0.7509340597548327,0.7509340597548327,1.0,1.0,0.2490659402451672,0.0,1.0,0.0,0.3668623969780716,0.4236162073016821,-0.2490659402451672,0.0,0.3754670298774163,0.1377447345670662,0.1590539191634984,0.8854423370660102,-35.0,0.58375923125945
"[('AP1', 0), ('TAK1', 0), ('p53', 1)]",0.0,0.7413546223102725,0.7413546223102725,1.0,1.0,0.2586453776897275,0.0,1.0,0.0,0.3632123378684057,0.4194014820826348,-0.2586453776897275,0.0,0.3706773111551362,0.1346345727794315,0.1554626136728701,0.900901235631928,-37.0,0.5707485795361671
"[('IKK', 0), ('TAK1', 0), ('p53', 1)]",0.0,0.7348808030112923,0.7348808030112923,1.0,1.0,0.2651191969887077,0.0,1.0,0.0,0.360721945732371,0.41652582494238,-0.2651191969887077,0.0,0.3674404015056461,0.1325438165718003,0.1530484163542985,0.90956807591652,-41.0,0.5604478332207316
"[('ERK', 0), ('TAK1', 0), ('p53', 1)]",0.0,0.7663120778507684,0.7663120778507684,1.0,1.0,0.2336879221492316,0.0,1.0,0.0,0.3726342759250202,0.4302809990291834,-0.2336879221492316,0.0,0.3831560389253842,0.1427770731312594,0.164864763212879,1.961696505566414,-15.0,0.3172048345803481
"[('MEK', 0), ('TAK1', 0), ('p53', 1)]",0.0,0.7431405438534241,0.7431405438534241,1.0,1.0,0.2568594561465759,0.0,1.0,0.0,0.3638960009006188,0.4201909081540012,-0.2568594561465759,0.0,0.371570271926712,0.1352129360076859,0.1561304500039143,1.9486897681515345,-13.0,0.260178703912777
"[('GSK3b', 1), ('TAK1', 0), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-43.0,1.0
"[('GSK3b', 1), ('MDM2', 0), ('TAK1', 0)]",0.0,0.5937583048385097,0.5937583048385097,1.0,1.0,0.4062416951614903,0.0,1.0,0.0,0.3018192330348713,0.3485108308785787,-0.4062416951614903,0.0,0.2968791524192548,0.0896038380872221,0.1034656000801627,1.0541955452449587,-19.0,0.4133314435211925
"[('GSK3b', 1), ('SMAD23', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-37.0,1.0
"[('AP1', 0), ('GSK3b', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-39.0,1.0
"[('GSK3b', 1), ('IKK', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-43.0,1.0
"[('ERK', 0), ('GSK3b', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-43.0,1.0
"[('GSK3b', 1), ('MEK', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-41.0,1.0
"[('MDM2', 0), ('TAK1', 0), ('bcatenin', 1)]",0.0,0.5256560053624248,0.5256560053624248,1.0,1.0,0.4743439946375751,0.0,1.0,0.0,0.2704530484123423,0.3122922806080415,-0.4743439946375751,0.0,0.2628280026812124,0.0710826345332611,0.0820791563649722,1.044686621126971,-40.0,0.4887493619821293
"[('SMAD23', 0), ('TAK1', 0), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('AP1', 0), ('TAK1', 0), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('IKK', 0), ('TAK1', 0), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('ERK', 0), ('TAK1', 0), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-49.0,1.0
"[('MEK', 0), ('TAK1', 0), ('bcatenin', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-47.0,1.0
"[('MDM2', 1), ('SMAD23', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('AP1', 0), ('MDM2', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('IKK', 0), ('MDM2', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('ERK', 0), ('MDM2', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5372595635651418,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0375874718183975,-40.0,0.4950449923319023
"[('MDM2', 1), ('MEK', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6418629293933117,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.011730236683989,-47.0,0.4337516014320094
"[('AP1', 0), ('SMAD23', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('IKK', 0), ('SMAD23', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('ERK', 0), ('SMAD23', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5381238145580051,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0369935730796889,-40.0,0.4955318553527564
"[('MEK', 0), ('SMAD23', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.641931410341619,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0114034431309291,-47.0,0.4335613210397206
"[('AP1', 1), ('IKK', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('AP1', 1), ('ERK', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5361223248712574,0.2174441890288842,0.0,-1.0,1.0,0.0,0.0,0.0,1.037703854822952,-42.0,0.4953613849856377
"[('AP1', 1), ('MEK', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6396006099866408,0.2149848929983779,0.0,-1.0,1.0,0.0,0.0,0.0,1.013846452430902,-53.0,0.4312189650391954
"[('ERK', 0), ('IKK', 1), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5376074864126967,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.037108410843548,-42.0,0.4955921002270929
"[('IKK', 1), ('MEK', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6405738572015283,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0121708816285668,-49.0,0.43152543216637
"[('ERK', 1), ('MEK', 0), ('TAK1', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-63.0,1.0
"[('AKT', 0), ('NOTCH', 1), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-55.0,1.0
"[('NOTCH', 1), ('PI3K', 0), ('SMAD4', 0)]",0.6555818614480082,0.3277909307240041,0.6555818614480082,0.3444181385519917,1.0,0.6722090692759959,1.0,0.6722090692759959,0.6722090692759959,0.6261087334151996,0.4490080632697274,-0.0166272078279876,0.0,0.4916863960860061,0.3078491466908934,0.2207711564426497,1.280221416275099,-21.0,0.4498973666523364
"[('GLI', 0), ('NOTCH', 1), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-57.0,1.0
"[('NOTCH', 1), ('PI3K', 0), ('p38', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('NOTCH', 1), ('PI3K', 0), ('RAF', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.1091089451179962,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-56.0,1.0
"[('NFKB', 0), ('NOTCH', 1), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('GRB2SOS', 0), ('NOTCH', 1), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('NOTCH', 1), ('PI3K', 0), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-67.0,1.0
"[('GSK3b', 0), ('NOTCH', 1), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-67.0,1.0
"[('NOTCH', 1), ('PI3K', 0), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-47.0,1.0
"[('MDM2', 0), ('NOTCH', 1), ('PI3K', 0)]",0.0,0.5661395754962412,0.5661395754962412,1.0,1.0,0.4338604245037588,0.0,1.0,0.0,0.2893116502569159,0.3340683183110505,-0.4338604245037588,0.0,0.2830697877481206,0.0818953874312836,0.0945646479576806,1.0423859929807282,-46.0,0.4694121657586106
"[('NOTCH', 1), ('PI3K', 0), ('SMAD23', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('AP1', 0), ('NOTCH', 1), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('IKK', 0), ('NOTCH', 1), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('ERK', 0), ('NOTCH', 1), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5354387933342684,0.2174592514241914,0.0,-1.0,1.0,0.0,0.0,0.0,1.0373451255553805,-44.0,0.4961686068008823
"[('MEK', 0), ('NOTCH', 1), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6408103504016314,0.2149541177096909,0.0,-1.0,1.0,0.0,0.0,0.0,1.0127211795623867,-55.0,0.4325744199348437
"[('AKT', 1), ('PI3K', 0), ('SMAD4', 0)]",0.6748869530932344,0.3374434765466172,0.6748869530932344,0.3251130469067655,1.0,0.6625565234533828,1.0,0.6625565234533828,0.6625565234533828,0.6371138283586649,0.461907102999067,0.0123304296398516,0.0,0.5061652148199258,0.3224848577959089,0.2338013080163724,1.2434408333317313,-21.0,0.4923362205985633
"[('AKT', 1), ('GLI', 0), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-57.0,1.0
"[('AKT', 1), ('PI3K', 0), ('p38', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('AKT', 1), ('PI3K', 0), ('RAF', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.1091089451179962,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-56.0,1.0
"[('AKT', 1), ('NFKB', 0), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('AKT', 1), ('GRB2SOS', 0), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('AKT', 1), ('PI3K', 0), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-67.0,1.0
"[('AKT', 1), ('GSK3b', 0), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-67.0,1.0
"[('AKT', 1), ('PI3K', 0), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-47.0,1.0
"[('AKT', 1), ('MDM2', 0), ('PI3K', 0)]",0.0,0.5641194766843768,0.5641194766843768,1.0,1.0,0.4358805233156232,0.0,1.0,0.0,0.2883851412802102,0.3329984778968353,-0.4358805233156232,0.0,0.2820597383421884,0.0813418374912711,0.0939254635439283,1.04352291954944,-46.0,0.4692049814225374
"[('AKT', 1), ('PI3K', 0), ('SMAD23', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('AKT', 1), ('AP1', 0), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('AKT', 1), ('IKK', 0), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('AKT', 1), ('ERK', 0), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5362920743608198,0.2174404459126497,0.0,-1.0,1.0,0.0,0.0,0.0,1.0378240394854146,-44.0,0.4951141543628948
"[('AKT', 1), ('MEK', 0), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.654804832302922,0.2145948565120499,0.0,-1.0,1.0,0.0,0.0,0.0,0.9990752370922736,-55.0,0.448503640646412
"[('GLI', 0), ('PI3K', 0), ('SMAD4', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-57.0,1.0
"[('PI3K', 0), ('SMAD4', 1), ('p38', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('PI3K', 0), ('RAF', 0), ('SMAD4', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.1091089451179962,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-56.0,1.0
"[('NFKB', 0), ('PI3K', 0), ('SMAD4', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('GRB2SOS', 0), ('PI3K', 0), ('SMAD4', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('PI3K', 0), ('SMAD4', 1), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-67.0,1.0
"[('GSK3b', 0), ('PI3K', 0), ('SMAD4', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-67.0,1.0
"[('PI3K', 0), ('SMAD4', 1), ('bcatenin', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-47.0,1.0
"[('MDM2', 0), ('PI3K', 0), ('SMAD4', 1)]",0.0,0.5203143306862965,0.5203143306862965,1.0,1.0,0.4796856693137034,0.0,1.0,0.0,0.2679203597264205,0.3093677836188606,-0.4796856693137034,0.0,0.2601571653431482,0.0697014013241421,0.0804842456347752,1.029408202179915,-46.0,0.5120181781601714
"[('PI3K', 0), ('SMAD23', 0), ('SMAD4', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('AP1', 0), ('PI3K', 0), ('SMAD4', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-59.0,1.0
"[('IKK', 0), ('PI3K', 0), ('SMAD4', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('ERK', 0), ('PI3K', 0), ('SMAD4', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5395731010212619,0.2173679019600951,0.0,-1.0,1.0,5.551115123125783e-17,1.206634247852807e-17,0.0,1.03694223320882,-44.0,0.494951172311603
"[('MEK', 0), ('PI3K', 0), ('SMAD4', 1)]",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6438427396140918,0.2148767777973928,0.0,-1.0,1.0,0.0,0.0,0.0,1.009888293583025,-55.0,0.4360131483648114
"[('GLI', 1), ('PI3K', 0), ('p38', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('GLI', 1), ('PI3K', 0), ('RAF', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.1091089451179962,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-56.0,1.0
"[('GLI', 1), ('NFKB', 0), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-61.0,1.0
"[('GLI', 1), ('GRB2SOS', 0), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-65.0,1.0
"[('GLI', 1), ('PI3K', 0), ('p53', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-67.0,1.0
"[('GLI', 1), ('GSK3b', 0), ('PI3K', 0)]",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-67.0,1.0
